\n\ns e 94 
\n\ns i 47 
\n\ns o 139 
\n\ns t 22 
\n\ns u 44 
\n\ns y 15 
\n\nt a 18 
\n\nt e 17 
\n\nt h 29 
\n\nt i 10 
\n\nt o 67 
\n\nt r 31 
\n\nu n 164 
\n\nv a 20 
\n\nv e 23 
\n\nv i 28 
\n\nv o 65 
\n\nw . 11 
\n\nw i 11 
\n\n« \s 18 
\n\n» \s 35 
\n\nà \s 79 
\n\né p 11 
\n\né t 14 
\n*\s l 24 
\n19 7 10 
\n19 9 13 
\n20 0 27 
\na\s l 11 
\nad m 13 
\nai n 27 
\nal o 15 
\nan d 10 
\nan n 18 
\nan t 10 
\nap r 83 
\nar t 16 
\nau \s 79 
\nau t 18 
\nav a 11 
\nav e 25 
\nbi b 24 
\nbi e 19 
\nbi o 53 
\nc' e 77 
\nc' é 10 
\nca r 36 
\nce \s 110 
\nce l 30 
\nce p 31 
\nce r 16 
\nce s 42 
\nce t 121 
\nch a 40 
\nch e 12 
\ncl a 12 
\nco m 41 
\nco n 42 
\nc’ e 16 
\nd' a 24 
\nda n 96 
\nde \s 78 
\nde p 25 
\nde s 54 
\nde u 15 
\ndi s 17 
\ndu \s 16 
\ndu r 15 
\ndè s 11 
\nel l 208 
\nen \s 386 
\nen f 16 
\nen t 15 
\nes t 11 
\net \s 29 
\nfi l 19 
\nfi n 16 
\nfr a 17 
\ngé o 35 
\nhe n 10 
\nhi s 69 
\nil \s 656 
\nil s 72 
\nj. - 14 
\nja c 12 
\nje a 20 
\njo h 10 
\njo s 10 
\nl' a 85 
\nl' e 26 
\nl' h 14 
\nl' i 19 
\nl' o 16 
\nl' u 19 
\nl' é 28 
\nla \s 435 
\nle \s 661 
\nle s 367 
\nle u 19 
\nli e 67 
\nli s 17 
\nlo r 44 
\nlo u 12 
\nl’ a 12 
\nma i 53 
\nma l 26 
\nma r 28 
\nmi c 13 
\nmo n 14 
\nno m 11 
\nno t 72 
\non \s 82 
\npa l 19 
\npa r 80 
\npe n 18 
\npe r 24 
\npe u 11 
\npi e 16 
\npl u 34 
\npo u 54 
\npr e 12 
\npr i 17 
\npr o 29 
\npr é 12 
\npu b 11 
\nqu a 15 
\nqu e 17 
\nro b 10 
\nré f 23 
\nré p 12 
\nré s 13 
\nsa \s 58 
\nsa i 11 
\nse l 26 
\nse s 37 
\nsi \s 24 
\nsi t 10 
\nso n 96 
\nso u 30 
\nst a 11 
\nsu i 15 
\nsu r 18 
\nsy n 13 
\nth e 10 
\nto u 46 
\ntr a 14 
\nun \s 68 
\nun e 89 
\nve r 17 
\nvo i 58 
\nw. \s 10 
\nà\s l 43 
\nà\s p 11 
\nép i 10 
\s!\s ( 11 
\s!\s d 18 
\s!\s e 13 
\s!\s l 24 
\s!\s » 29 
\s!) \s 11 
\s"\s l 12 
\s"a l 15 
\s"a n 10 
\s"a r 12 
\s"a u 16 
\s"b a 14 
\s"b e 11 
\s"b l 14 
\s"b o 15 
\s"b r 13 
\s"c a 14 
\s"c h 37 
\s"c o 51 
\s"c r 11 
\s"d a 11 
\s"d e 12 
\s"d i 12 
\s"d o 19 
\s"d é 15 
\s"e n 18 
\s"f a 10 
\s"f i 10 
\s"g r 16 
\s"h a 16 
\s"h e 10 
\s"h o 11 
\s"i n 17 
\s"j e 23 
\s"l ' 20 
\s"l a 47 
\s"l e 90 
\s"l i 20 
\s"l o 16 
\s"m a 77 
\s"m e 11 
\s"m i 14 
\s"m o 48 
\s"n o 18 
\s"p a 17 
\s"p e 27 
\s"p l 11 
\s"p o 17 
\s"p r 20 
\s"q u 22 
\s"r e 23 
\s"r o 11 
\s"r é 17 
\s"s a 13 
\s"s i 19 
\s"s o 20 
\s"s t 16 
\s"s u 37 
\s"t a 10 
\s"t e 20 
\s"t h 35 
\s"t o 20 
\s"t r 16 
\s"t u 10 
\s"u n 30 
\s"v i 15 
\s"v o 10 
\s#\s 1 15 
\s#\s d 13 
\s#\s l 19 
\s#1 \s 17 
\s%\s ( 13 
\s%\s 0 11 
\s%\s 1 44 
\s%\s 2 21 
\s%\s a 29 
\s%\s c 10 
\s%\s d 230 
\s%\s e 20 
\s%\s p 34 
\s%\s s 26 
\s%\s à 10 
\s%) \s 41 
\s%) , 16 
\s%) . 15 
\s%, \s 44 
\s%. \s 14 
\s&\s a 18 
\s&\s b 31 
\s&\s c 54 
\s&\s d 34 
\s&\s e 11 
\s&\s f 32 
\s&\s g 14 
\s&\s h 28 
\s&\s i 18 
\s&\s j 15 
\s&\s k 10 
\s&\s l 21 
\s&\s m 43 
\s&\s n 11 
\s&\s o 13 
\s&\s p 13 
\s&\s r 20 
\s&\s s 46 
\s&\s t 33 
\s&\s w 24 
\s(\s ) 398 
\s(\s , 18 
\s(\s - 14 
\s(\s 1 11 
\s(\s a 12 
\s(\s e 18 
\s(\s p 12 
\s(\s s 10 
\s(\s t 21 
\s(\s † 24 
\s() \s 19 
\s(. . 28 
\s(0 - 61 
\s(0 3 13 
\s(0 4 10 
\s(0 6 12 
\s(0 7 10 
\s(0 8 13 
\s(0 9 12 
\s(1 \s 94 
\s(1 ) 76 
\s(1 , 20 
\s(1 - 102 
\s(1 / 229 
\s(1 0 91 
\s(1 1 73 
\s(1 2 107 
\s(1 3 65 
\s(1 4 80 
\s(1 5 93 
\s(1 6 110 
\s(1 7 256 
\s(1 8 697 
\s(1 9 1612 
\s(1 – 10 
\s(2 \s 60 
\s(2 ) 67 
\s(2 , 10 
\s(2 - 61 
\s(2 0 652 
\s(2 1 18 
\s(2 2 21 
\s(2 3 20 
\s(2 4 20 
\s(2 5 50 
\s(2 6 16 
\s(2 7 26 
\s(2 8 23 
\s(2 9 16 
\s(2 : 12 
\s(2 – 11 
\s(3 \s 43 
\s(3 ) 39 
\s(3 - 37 
\s(3 . 17 
\s(3 0 27 
\s(3 1 17 
\s(3 2 16 
\s(3 6 11 
\s(3 : 23 
\s(4 \s 20 
\s(4 ) 29 
\s(4 - 29 
\s(4 0 15 
\s(4 2 10 
\s(4 6 11 
\s(4 9 10 
\s(4 : 27 
\s(4 – 12 
\s(5 \s 30 
\s(5 ) 10 
\s(5 - 19 
\s(5 0 20 
\s(5 2 11 
\s(5 : 13 
\s(6 \s 25 
\s(6 - 31 
\s(6 4 12 
\s(7 \s 18 
\s(8 \s 21 
\s(8 0 10 
\s(8 6 10 
\s(9 \s 16 
\s(? - 11 
\s(a \s 28 
\s(a b 34 
\s(a c 67 
\s(a d 22 
\s(a f 29 
\s(a g 18 
\s(a i 35 
\s(a k 12 
\s(a l 144 
\s(a m 111 
\s(a n 156 
\s(a o 18 
\s(a p 63 
\s(a q 10 
\s(a r 148 
\s(a s 48 
\s(a t 23 
\s(a u 197 
\s(a v 183 
\s(b a 113 
\s(b e 66 
\s(b i 40 
\s(b l 26 
\s(b o 87 
\s(b r 75 
\s(b u 31 
\s(c ' 33 
\s(c . 12 
\s(c 1 10 
\s(c a 228 
\s(c d 13 
\s(c e 114 
\s(c f 34 
\s(c h 204 
\s(c i 41 
\s(c l 53 
\s(c n 14 
\s(c o 462 
\s(c r 43 
\s(c u 13 
\s(d ' 32 
\s(d ) 21 
\s(d a 123 
\s(d e 311 
\s(d i 150 
\s(d o 134 
\s(d r 25 
\s(d u 76 
\s(d é 124 
\s(e a 14 
\s(e d 30 
\s(e i 15 
\s(e l 41 
\s(e m 15 
\s(e n 465 
\s(e p 23 
\s(e s 92 
\s(e t 83 
\s(e u 23 
\s(e x 144 
\s(f a 62 
\s(f e 57 
\s(f i 115 
\s(f l 23 
\s(f o 60 
\s(f r 132 
\s(f u 24 
\s(f é 20 
\s(g a 62 
\s(g e 25 
\s(g i 28 
\s(g o 41 
\s(g r 78 
\s(g u 40 
\s(g é 32 
\s(h a 94 
\s(h e 38 
\s(h i 31 
\s(h o 47 
\s(h u 24 
\s(h é 15 
\s(i c 14 
\s(i d 16 
\s(i i 16 
\s(i l 85 
\s(i m 14 
\s(i n 160 
\s(i r 12 
\s(i s 53 
\s(i t 35 
\s(j a 43 
\s(j e 45 
\s(j i 10 
\s(j o 39 
\s(j u 55 
\s(k a 37 
\s(k e 22 
\s(k i 20 
\s(k m 74 
\s(k o 15 
\s(k r 11 
\s(k u 13 
\s(l ' 68 
\s(l . 11 
\s(l a 226 
\s(l e 368 
\s(l i 171 
\s(l o 86 
\s(l u 32 
\s(l é 10 
\s(l ’ 18 
\s(m a 263 
\s(m e 82 
\s(m i 112 
\s(m o 135 
\s(m u 50 
\s(m y 12 
\s(m é 26 
\s(m ê 13 
\s(n a 45 
\s(n e 56 
\s(n i 23 
\s(n o 154 
\s(n u 15 
\s(n ° 29 
\s(n é 283 
\s(o c 24 
\s(o n 61 
\s(o p 25 
\s(o r 36 
\s(o u 224 
\s(o ù 12 
\s(p a 299 
\s(p d 11 
\s(p e 76 
\s(p h 35 
\s(p i 60 
\s(p l 104 
\s(p o 143 
\s(p p 12 
\s(p r 222 
\s(p s 44 
\s(p u 40 
\s(p é 10 
\s(q u 155 
\s(r ) 11 
\s(r a 56 
\s(r d 16 
\s(r e 144 
\s(r h 11 
\s(r i 26 
\s(r o 86 
\s(r s 10 
\s(r u 40 
\s(r é 77 
\s(s a 221 
\s(s c 63 
\s(s e 127 
\s(s h 48 
\s(s i 102 
\s(s m 16 
\s(s o 186 
\s(s p 40 
\s(s t 68 
\s(s u 101 
\s(s y 33 
\s(s é 248 
\s(t a 51 
\s(t e 72 
\s(t h 235 
\s(t i 40 
\s(t o 78 
\s(t r 108 
\s(t s 10 
\s(t u 19 
\s(t v 242 
\s(t é 52 
\s(u k 20 
\s(u m 20 
\s(u n 154 
\s(u s 35 
\s(v . 42 
\s(v a 39 
\s(v d 27 
\s(v e 112 
\s(v f 100 
\s(v i 119 
\s(v o 162 
\s(w / 20 
\s(w a 25 
\s(w e 19 
\s(w h 12 
\s(w i 40 
\s(w o 14 
\s(x i 16 
\s(y \s 12 
\s(y o 19 
\s(z o 14 
\s(« \s 89 
\s(° \s 88 
\s(à \s 107 
\s(é c 42 
\s(é d 62 
\s(é g 16 
\s(é l 20 
\s(é p 56 
\s(é q 12 
\s(é t 52 
\s(é v 10 
\s(† \s 132 
\s)\s . 17 
\s)\s 1 56 
\s)\s 2 51 
\s)\s : 48 
\s)\s ; 17 
\s)\s a 21 
\s)\s d 14 
\s)\s e 144 
\s)\s l 18 
\s)\s m 21 
\s)\s o 18 
\s)\s p 18 
\s)\s s 19 
\s)\s é 20 
\s), \s 154 
\s). \n 27 
\s). \s 199 
\s*\s * 12 
\s*\s 1 175 
\s*\s 2 79 
\s*\s 3 11 
\s*\s : 16 
\s*\s a 128 
\s*\s b 59 
\s*\s c 173 
\s*\s d 104 
\s*\s e 57 
\s*\s f 48 
\s*\s g 47 
\s*\s h 33 
\s*\s i 37 
\s*\s j 48 
\s*\s k 17 
\s*\s l 364 
\s*\s m 118 
\s*\s n 33 
\s*\s o 26 
\s*\s p 104 
\s*\s r 57 
\s*\s s 126 
\s*\s t 63 
\s*\s u 34 
\s*\s v 43 
\s*\s w 13 
\s*\s « 19 
\s*\s à 15 
\s*\s é 22 
\s** \s 25 
\s** * 24 
\s*1 9 17 
\s*2 0 26 
\s*l a 18 
\s+\s 1 22 
\s+\s 2 19 
\s+\s 3 14 
\s+\s 4 11 
\s+\s s 19 
\s+1 \s 21 
\s+2 \s 17 
\s,\s ( 10 
\s,\s , 43 
\s,\s 1 38 
\s,\s 2 19 
\s,\s a 138 
\s,\s b 27 
\s,\s c 120 
\s,\s d 159 
\s,\s e 270 
\s,\s f 60 
\s,\s g 10 
\s,\s i 122 
\s,\s j 14 
\s,\s l 290 
\s,\s m 89 
\s,\s n 39 
\s,\s o 54 
\s,\s p 138 
\s,\s q 51 
\s,\s r 39 
\s,\s s 103 
\s,\s t 38 
\s,\s u 46 
\s,\s v 18 
\s,\s « 12 
\s,\s à 40 
\s,\s é 26 
\s-\s ( 48 
\s-\s ) 20 
\s-\s - 402 
\s-\s 0 86 
\s-\s 1 837 
\s-\s 2 334 
\s-\s 3 143 
\s-\s 4 90 
\s-\s 5 63 
\s-\s 6 45 
\s-\s 7 32 
\s-\s 8 22 
\s-\s 9 23 
\s-\s : 22 
\s-\s ? 25 
\s-\s a 221 
\s-\s b 147 
\s-\s c 272 
\s-\s d 175 
\s-\s e 99 
\s-\s f 74 
\s-\s g 88 
\s-\s h 48 
\s-\s i 83 
\s-\s j 128 
\s-\s k 26 
\s-\s l 244 
\s-\s m 182 
\s-\s n 57 
\s-\s o 42 
\s-\s p 184 
\s-\s q 21 
\s-\s r 113 
\s-\s s 206 
\s-\s t 156 
\s-\s u 36 
\s-\s v 93 
\s-\s w 26 
\s-\s x 16 
\s-\s z 12 
\s-\s à 17 
\s-\s é 32 
\s-- \s 94 
\s-- - 31 
\s.\s * 56 
\s.\s . 12 
\s.\s 1 38 
\s.\s 2 30 
\s.\s ; 20 
\s.\s a 218 
\s.\s b 68 
\s.\s c 300 
\s.\s d 254 
\s.\s e 323 
\s.\s f 45 
\s.\s g 49 
\s.\s h 69 
\s.\s i 254 
\s.\s j 31 
\s.\s k 13 
\s.\s l 891 
\s.\s m 114 
\s.\s n 139 
\s.\s o 50 
\s.\s p 208 
\s.\s q 14 
\s.\s r 75 
\s.\s s 226 
\s.\s t 77 
\s.\s u 86 
\s.\s v 37 
\s.\s » 15 
\s.\s à 61 
\s.\s é 38 
\s.. . 276 
\s/\s ) 12 
\s/\s 1 26 
\s/\s 2 10 
\s/\s a 17 
\s/\s b 18 
\s/\s c 24 
\s/\s d 20 
\s/\s e 10 
\s/\s g 16 
\s/\s h 10 
\s/\s l 30 
\s/\s m 19 
\s/\s n 10 
\s/\s o 10 
\s/\s p 19 
\s/\s r 25 
\s/\s s 18 
\s/\s t 22 
\s/\s é 14 
\s// \s 10 
\s0\s - 51 
\s0\s 0 331 
\s0\s 1 184 
\s0\s 2 104 
\s0\s 3 32 
\s0\s 4 27 
\s0\s 5 21 
\s0\s 6 17 
\s0\s a 25 
\s0\s b 12 
\s0\s c 13 
\s0\s d 23 
\s0\s f 11 
\s0\s g 18 
\s0\s m 11 
\s0\s n 61 
\s0\s p 17 
\s0, 0 58 
\s0, 1 26 
\s0, 2 29 
\s0, 3 17 
\s0, 4 16 
\s0, 5 32 
\s0, 6 13 
\s0, 7 13 
\s0, 8 10 
\s0, 9 48 
\s0- 0 12 
\s0- 1 37 
\s0- 5 10 
\s0- 8 11 
\s0- 9 11 
\s0. 1 93 
\s0. 2 16 
\s00 0 298 
\s00 7 13 
\s01 \s 12 
\s01 / 13 
\s02 \s 17 
\s02 : 17 
\s04 / 12 
\s06 \s 10 
\s07 / 12 
\s09 \s 11 
\s1\s % 21 
\s1\s ( 44 
\s1\s - 82 
\s1\s 0 172 
\s1\s 1 219 
\s1\s 2 152 
\s1\s 3 48 
\s1\s 4 50 
\s1\s 5 36 
\s1\s 6 29 
\s1\s 7 20 
\s1\s 8 28 
\s1\s 9 18 
\s1\s : 30 
\s1\s = 13 
\s1\s a 74 
\s1\s b 31 
\s1\s c 59 
\s1\s d 116 
\s1\s e 87 
\s1\s f 22 
\s1\s g 24 
\s1\s h 14 
\s1\s j 49 
\s1\s k 15 
\s1\s l 19 
\s1\s m 74 
\s1\s n 25 
\s1\s o 22 
\s1\s p 53 
\s1\s r 26 
\s1\s s 44 
\s1\s t 147 
\s1\s v 19 
\s1\s à 38 
\s1\s é 39 
\s1) \s 29 
\s1, \s 66 
\s1, 0 15 
\s1, 2 20 
\s1, 3 17 
\s1, 4 13 
\s1, 5 26 
\s1, 6 22 
\s1, 7 27 
\s1, 8 36 
\s1, 9 43 
\s1- 0 26 
\s1- 1 56 
\s1- 2 22 
\s1- 3 15 
\s1. \s 67 
\s1. 0 32 
\s1. 1 17 
\s1/ 1 24 
\s1/ 2 52 
\s1/ 3 11 
\s1/ 4 74 
\s10 \s 764 
\s10 ) 11 
\s10 , 43 
\s10 - 25 
\s10 . 39 
\s10 / 17 
\s10 0 303 
\s10 1 53 
\s10 2 37 
\s10 3 47 
\s10 4 39 
\s10 5 34 
\s10 6 40 
\s10 7 46 
\s10 8 30 
\s10 9 52 
\s11 \s 497 
\s11 , 28 
\s11 - 13 
\s11 . 47 
\s11 / 17 
\s11 0 74 
\s11 1 36 
\s11 2 49 
\s11 3 47 
\s11 4 41 
\s11 5 34 
\s11 6 43 
\s11 7 34 
\s11 8 46 
\s11 9 31 
\s12 \s 572 
\s12 , 32 
\s12 . 37 
\s12 / 13 
\s12 0 80 
\s12 1 28 
\s12 2 30 
\s12 3 33 
\s12 4 26 
\s12 5 55 
\s12 6 34 
\s12 7 45 
\s12 8 36 
\s12 9 38 
\s13 \s 424 
\s13 , 38 
\s13 - 13 
\s13 . 30 
\s13 0 53 
\s13 1 44 
\s13 2 36 
\s13 3 43 
\s13 4 44 
\s13 5 46 
\s13 6 45 
\s13 7 28 
\s13 8 45 
\s13 9 34 
\s13 h 10 
\s14 \s 493 
\s14 , 19 
\s14 - 12 
\s14 . 21 
\s14 / 10 
\s14 0 74 
\s14 1 80 
\s14 2 44 
\s14 3 46 
\s14 4 50 
\s14 5 61 
\s14 6 53 
\s14 7 48 
\s14 8 46 
\s14 9 50 
\s14 h 22 
\s15 \s 492 
\s15 , 25 
\s15 - 10 
\s15 . 25 
\s15 0 119 
\s15 1 47 
\s15 2 44 
\s15 3 58 
\s15 4 53 
\s15 5 48 
\s15 6 55 
\s15 7 62 
\s15 8 66 
\s15 9 61 
\s16 \s 432 
\s16 , 16 
\s16 - 11 
\s16 . 20 
\s16 / 11 
\s16 0 73 
\s16 1 57 
\s16 2 54 
\s16 3 52 
\s16 4 65 
\s16 5 39 
\s16 6 75 
\s16 7 67 
\s16 8 82 
\s16 9 64 
\s16 : 10 
\s16 h 12 
\s17 \s 356 
\s17 , 25 
\s17 - 11 
\s17 . 22 
\s17 0 83 
\s17 1 56 
\s17 2 63 
\s17 3 78 
\s17 4 61 
\s17 5 102 
\s17 6 121 
\s17 7 126 
\s17 8 177 
\s17 9 258 
\s18 \s 411 
\s18 , 19 
\s18 . 17 
\s18 / 15 
\s18 0 270 
\s18 1 287 
\s18 2 221 
\s18 3 257 
\s18 4 271 
\s18 5 331 
\s18 6 337 
\s18 7 383 
\s18 8 429 
\s18 9 433 
\s18 h 11 
\s19 \s 333 
\s19 , 25 
\s19 . 18 
\s19 / 12 
\s19 0 590 
\s19 1 686 
\s19 2 904 
\s19 3 1114 
\s19 4 1302 
\s19 5 1327 
\s19 6 1564 
\s19 7 2018 
\s19 8 2581 
\s19 9 4424 
\s1: \s 19 
\s1: 1 12 
\s1e r 68 
\s1s t 11 
\s1° \s 29 
\s1è r 12 
\s1⁄ 2 84 
\s2\s % 10 
\s2\s ( 63 
\s2\s - 61 
\s2\s 0 82 
\s2\s 1 146 
\s2\s 2 107 
\s2\s 3 85 
\s2\s 4 48 
\s2\s 5 42 
\s2\s 6 18 
\s2\s 7 20 
\s2\s 8 23 
\s2\s 9 14 
\s2\s : 38 
\s2\s a 96 
\s2\s b 40 
\s2\s c 66 
\s2\s d 107 
\s2\s e 84 
\s2\s f 47 
\s2\s g 25 
\s2\s h 25 
\s2\s j 65 
\s2\s k 14 
\s2\s l 22 
\s2\s m 89 
\s2\s n 35 
\s2\s o 45 
\s2\s p 62 
\s2\s r 39 
\s2\s s 56 
\s2\s t 120 
\s2\s v 47 
\s2\s à 14 
\s2\s é 33 
\s2) \s 47 
\s2, \s 71 
\s2, 0 25 
\s2, 3 10 
\s2, 4 15 
\s2, 5 20 
\s2- 0 26 
\s2- 1 32 
\s2- 2 29 
\s2- 3 19 
\s2- 6 10 
\s2- 7 17 
\s2- 8 19 
\s2- 9 13 
\s2. \n 13 
\s2. \s 75 
\s2. 0 21 
\s2. 2 17 
\s20 \s 472 
\s20 , 21 
\s20 - 14 
\s20 . 17 
\s20 / 12 
\s20 0 7296 
\s20 1 840 
\s20 2 14 
\s20 3 25 
\s20 4 14 
\s20 6 13 
\s20 7 33 
\s20 8 17 
\s20 9 12 
\s20 h 16 
\s21 \s 359 
\s21 , 24 
\s21 - 13 
\s21 . 10 
\s21 0 26 
\s21 5 11 
\s21 h 25 
\s22 \s 335 
\s22 , 14 
\s22 - 12 
\s22 . 10 
\s22 0 30 
\s22 2 33 
\s22 3 23 
\s22 4 19 
\s22 6 11 
\s22 7 12 
\s23 \s 295 
\s23 , 10 
\s23 - 10 
\s23 / 10 
\s23 0 26 
\s23 3 16 
\s24 \s 300 
\s24 , 20 
\s24 / 14 
\s24 0 21 
\s24 1 10 
\s24 3 10 
\s24 4 13 
\s24 6 10 
\s24 7 10 
\s24 8 12 
\s24 9 13 
\s25 \s 384 
\s25 , 13 
\s25 - 66 
\s25 0 47 
\s25 1 12 
\s25 2 25 
\s25 3 11 
\s25 4 10 
\s26 \s 289 
\s26 , 16 
\s26 0 14 
\s27 \s 265 
\s27 , 21 
\s27 . 12 
\s27 0 16 
\s27 5 10 
\s28 \s 262 
\s28 - 11 
\s28 . 17 
\s28 0 14 
\s28 8 12 
\s29 \s 221 
\s29 , 10 
\s29 . 12 
\s2: \s 17 
\s2: 3 28 
\s2: 4 41 
\s2: 5 20 
\s2e \s 16 
\s2h \s 29 
\s2n d 12 
\s2° \s 28 
\s2è m 17 
\s3\s % 14 
\s3\s ( 32 
\s3\s - 65 
\s3\s 0 53 
\s3\s 1 101 
\s3\s 2 85 
\s3\s 3 42 
\s3\s 4 46 
\s3\s 5 37 
\s3\s 6 21 
\s3\s 7 23 
\s3\s 8 16 
\s3\s 9 10 
\s3\s : 21 
\s3\s a 86 
\s3\s b 42 
\s3\s c 66 
\s3\s d 68 
\s3\s e 67 
\s3\s f 38 
\s3\s g 15 
\s3\s h 16 
\s3\s j 80 
\s3\s k 10 
\s3\s l 20 
\s3\s m 85 
\s3\s n 27 
\s3\s o 21 
\s3\s p 52 
\s3\s r 28 
\s3\s s 67 
\s3\s t 77 
\s3\s v 27 
\s3\s à 13 
\s3\s é 24 
\s3) \s 18 
\s3, \s 44 
\s3, 5 16 
\s3, 6 12 
\s3- 0 21 
\s3- 1 36 
\s3- 2 26 
\s3- 6 18 
\s3. \n 10 
\s3. \s 61 
\s3. 0 11 
\s3/ 3 13 
\s30 \s 362 
\s30 , 19 
\s30 / 17 
\s30 0 86 
\s30 7 12 
\s31 \s 194 
\s31 , 11 
\s31 6 11 
\s31 7 10 
\s32 \s 90 
\s32 0 17 
\s32 3 11 
\s32 7 22 
\s32 9 10 
\s33 \s 88 
\s33 , 12 
\s33 0 12 
\s34 \s 80 
\s35 \s 111 
\s35 . 11 
\s35 0 37 
\s36 \s 87 
\s36 , 11 
\s36 . 11 
\s36 0 19 
\s37 \s 85 
\s37 0 12 
\s38 \s 79 
\s39 \s 68 
\s39 , 10 
\s39 0 10 
\s3: 0 17 
\s3: 1 17 
\s3: 2 19 
\s3: 3 17 
\s3: 4 18 
\s3: 5 20 
\s3d \s 15 
\s3e \s 12 
\s3° \s 29 
\s3è m 20 
\s4\s ( 31 
\s4\s - 47 
\s4\s 0 41 
\s4\s 1 111 
\s4\s 2 54 
\s4\s 3 31 
\s4\s 4 26 
\s4\s 5 34 
\s4\s 6 24 
\s4\s 7 14 
\s4\s 8 23 
\s4\s 9 10 
\s4\s : 18 
\s4\s a 71 
\s4\s b 25 
\s4\s c 56 
\s4\s d 53 
\s4\s e 55 
\s4\s f 41 
\s4\s g 16 
\s4\s h 14 
\s4\s j 72 
\s4\s l 13 
\s4\s m 83 
\s4\s n 37 
\s4\s o 11 
\s4\s p 39 
\s4\s r 23 
\s4\s s 54 
\s4\s t 35 
\s4\s v 28 
\s4\s x 25 
\s4\s à 14 
\s4\s é 17 
\s4' 1 12 
\s4) \s 17 
\s4, \s 45 
\s4- 1 14 
\s4- 2 10 
\s4- 6 11 
\s4. \s 42 
\s40 \s 169 
\s40 . 10 
\s40 0 90 
\s40 4 12 
\s41 \s 84 
\s41 5 10 
\s42 \s 77 
\s42 , 10 
\s42 0 12 
\s42 1 10 
\s43 \s 64 
\s43 0 10 
\s44 \s 67 
\s44 , 15 
\s45 \s 120 
\s45 0 18 
\s46 \s 50 
\s47 \s 59 
\s48 \s 73 
\s48 , 11 
\s49 \s 59 
\s49 , 10 
\s4: 0 15 
\s4: 1 23 
\s4: 2 21 
\s4: 3 12 
\s4: 4 11 
\s4: 5 11 
\s4e \s 10 
\s4x 1 15 
\s4x 4 20 
\s4° \s 29 
\s5\s % 11 
\s5\s ( 20 
\s5\s - 38 
\s5\s 0 45 
\s5\s 1 80 
\s5\s 2 49 
\s5\s 3 41 
\s5\s 4 32 
\s5\s 5 24 
\s5\s 6 30 
\s5\s 7 14 
\s5\s 8 15 
\s5\s 9 13 
\s5\s : 16 
\s5\s a 67 
\s5\s b 12 
\s5\s c 34 
\s5\s d 41 
\s5\s e 42 
\s5\s f 19 
\s5\s g 10 
\s5\s h 13 
\s5\s j 45 
\s5\s k 10 
\s5\s l 10 
\s5\s m 80 
\s5\s n 21 
\s5\s o 18 
\s5\s p 27 
\s5\s s 49 
\s5\s t 14 
\s5\s v 15 
\s5\s à 10 
\s5\s é 15 
\s5, \s 30 
\s5, 5 10 
\s5- 7 12 
\s5. \s 39 
\s5. 0 21 
\s50 \s 176 
\s50 % 10 
\s50 , 14 
\s50 . 10 
\s50 0 123 
\s50 4 19 
\s51 \s 53 
\s51 , 10 
\s52 \s 62 
\s52 , 11 
\s52 0 10 
\s53 \s 51 
\s53 , 10 
\s54 \s 54 
\s55 \s 56 
\s56 \s 48 
\s56 , 10 
